DEFINIENDUM,CATEGORY,CATEGORY_TEXT,SENTENCE,*,AFFECTS,COMPOSITION_MEDIUM,CONTAINS,DEFINED_AS,DEFINITOR,GENUS,HAS_ATTRIBUTE,HAS_CAUSE,HAS_FORM,HAS_FUNCTION,HAS_LOCATION,HAS_POSITION,HAS_RESULT,HAS_SIZE,MEASURES,OCCURS_IN_TIME,SPECIES,STUDIES,frame_ATTRIBUTE,frame_CAUSE,frame_COMPOSITION,frame_CONTAINS,frame_DEFINED_AS,frame_FORM,frame_FUNCTION,frame_LOCATION,frame_MEASURES,frame_MEDIUM,frame_POSITION,frame_RESULT,frame_SIZE,frame_STUDIES,frame_TIME
sestavljena vrtača,A.1 Surface landform|A.1 Surface landform|A.1 Surface landform,sestavljena vrtača|dvojna vrtača|vrtač,"dvojna vrtača, sestavljena vrtača: Sestavljena iz iz dveh sosednjih vrtač, ki prehajata ena v drugo.",,,,,,,,,,"Sestavljena iz iz dveh sosednjih vrtač , ki prehajata ena v drugo",,,,,,,,,,,,,,,Sestavljena iz iz,,,,,,,,,
primarna vrtača,A.1 Surface landform|A.1 Surface landform|A.1 Surface landform,primarna vrtača|sekundarne vrtače|Vrtača,"primarna vrtača: Vrtača, v kateri so nastale sekundarne vrtače.",,,,,,,Vrtača,,,,,,,v kateri so nastale sekundarne vrtače,,,,,,,,,,,,,,,,,so nastale,,,
sekundarna vrtača,A.1 Surface landform|A.1 Surface landform,sekundarna vrtača :|primarni vrtači,sekundarna vrtača: Nastala v primarni vrtači.,,,,,,,,,,,,Nastala v primarni vrtači,,,,,,,,,,,,,,,v,,,,,,,
Udorna vrtača,A.1 Surface landform|B.4 Transformation|A.1 Surface landform,Udorna vrtača|udorom|udornica,Udorna vrtača (udornica): Nastala je z udorom.,,,,,,,,,Nastala je z udorom,,,,,,,,,,,,Nastala je z,,,,,,,,,,,,,
udornica,A.1 Surface landform|B.4 Transformation|A.1 Surface landform,Udorna vrtača|udorom|udornica,Udorna vrtača (udornica): Nastala je z udorom.,,,,,,,,,Nastala je z udorom,,,,,,,,,,,,Nastala je z,,,,,,,,,,,,,
fosilna vrtača,A.1 Surface landform|A.1 Surface landform|D.1 Abiotic,fosilna vrtača|vrtača|sedimenti,"fosilna vrtača: Z vodoneprepustnimi sedimenti zapolnjena vrtača, ki je zastala v razvoju.",,,,Z vodoneprepustnimi sedimenti zapolnjena,,,vrtača,ki je zastala v razvoju,,,,,,,,,,,,,,,Z,,,,,,,,,,,
sufozijska vrtača,A.1 Surface landform|B.2 Loss|D.1 Abiotic|A.1 Surface landform|B.2 Loss,sufozijska vrtača|spiranjem|rušo|Vrtača|sufozijo,"sufozijska vrtača: Vrtača v sipskem gradivu, ki je nastala s sufozijo (to je spiranjem pod rušo).",,,v sipskem gradivu,,,,Vrtača,,ki je nastala s sufozijo ( to je spiranjem pod rušo ),,,,,,,,,,,,je nastala s,,,,,,v,,,,,,,
vrtačasti jarek,A.1 Surface landform|D.1 Abiotic|A.1 Surface landform,vrtačasti jarek|depresijo|vrtač,"vrtačasti jarek: Vrsta vrtač, ki tvorijo dolinasto depresijo.",,,,,,,vrtač,,,,ki tvorijo dolinasto depresijo,,,,,,,,,,,,,,,ki tvorijo,,,,,,,,
karstifikacija,B.4 Transformation|B. Process|B. Process|B. Process|D.1 Abiotic|C. Geome|B. Process|B. Process,korozija|skrasevanje|karstifikacija|nastajanja|pokrova|krasa|vkraševanje|zakrasevanje,"zakrasevanje, skrasevanje, vkraševanje, karstifikacija: Proces nastajanja krasa. Pričetek kraškega razvoja po odstranitvi neprepustnega pokrova. Kras nastaja s kraškimi procesi, med katerimi je v ospredju korozija.",,,,,Proces nastajanja krasa,,Proces,,"Kras nastaja s kraškimi procesi , med katerimi je v ospredju korozija",,,,,,,,Pričetek kraškega razvoja po odstranitvi neprepustnega pokrova,,,,nastaja s,,,,,,,,,,,,,
zakrasevanje,B.4 Transformation|B. Process|B. Process|B. Process|D.1 Abiotic|C. Geome|B. Process|B. Process,korozija|skrasevanje|karstifikacija|nastajanja|pokrova|krasa|vkraševanje|zakrasevanje,"zakrasevanje, skrasevanje, vkraševanje, karstifikacija: Proces nastajanja krasa. Pričetek kraškega razvoja po odstranitvi neprepustnega pokrova. Kras nastaja s kraškimi procesi, med katerimi je v ospredju korozija.",,,,,Proces nastajanja krasa,,Proces,,"Kras nastaja s kraškimi procesi , med katerimi je v ospredju korozija",,,,,,,,Pričetek kraškega razvoja po odstranitvi neprepustnega pokrova,,,,nastaja s,,,,,,,,,,,,,
skrasevanje,B.4 Transformation|B. Process|B. Process|B. Process|D.1 Abiotic|C. Geome|B. Process|B. Process,korozija|skrasevanje|karstifikacija|nastajanja|pokrova|krasa|vkraševanje|zakrasevanje,"zakrasevanje, skrasevanje, vkraševanje, karstifikacija: Proces nastajanja krasa. Pričetek kraškega razvoja po odstranitvi neprepustnega pokrova. Kras nastaja s kraškimi procesi, med katerimi je v ospredju korozija.",,,,,Proces nastajanja krasa,,Proces,,"Kras nastaja s kraškimi procesi , med katerimi je v ospredju korozija",,,,,,,,Pričetek kraškega razvoja po odstranitvi neprepustnega pokrova,,,,nastaja s,,,,,,,,,,,,,
vkraševanje,B.4 Transformation|B. Process|B. Process|B. Process|D.1 Abiotic|C. Geome|B. Process|B. Process,korozija|skrasevanje|karstifikacija|nastajanja|pokrova|krasa|vkraševanje|zakrasevanje,"zakrasevanje, skrasevanje, vkraševanje, karstifikacija: Proces nastajanja krasa. Pričetek kraškega razvoja po odstranitvi neprepustnega pokrova. Kras nastaja s kraškimi procesi, med katerimi je v ospredju korozija.",,,,,Proces nastajanja krasa,,Proces,,"Kras nastaja s kraškimi procesi , med katerimi je v ospredju korozija",,,,,,,,Pričetek kraškega razvoja po odstranitvi neprepustnega pokrova,,,,nastaja s,,,,,,,,,,,,,
zatrepna dolina,A.1 Surface landform|A.3 Hydrological form|C. Geome|D.1 Abiotic|D.1 Abiotic,zatrepna dolina|izviru|krasu|potoka|Dolina,"zatrepna dolina: Dolina na krasu, ki se na zgornjem koncu, često ob izviru potoka, slepo konča s strmim zaključkom.",,,,,,,Dolina,,,"ki se na zgornjem koncu , često ob izviru potoka , slepo konča s strmim zaključkom",,na krasu,,,,,,,,,,,,,,,na,,,,,,,
žlebič,D.1 Abiotic|D.1 Abiotic|A.1 Surface landform|D.1 Abiotic,strmca|izjedenine|žlebič|kamnini,"žlebič: Žlebaste izjedenine s polkrožnim prečnim prerezom, potekajoče po smeri največjega strmca po kompaktni kamnini.",,,,,,,izjedenine,,,potekajoče po smeri največjega strmca po kompaktni kamnini|s polkrožnim prečnim prerezom|Žlebaste,,,,,,,,,,,,,,,,,potekajoče po,,,,,,,
jamski žlebič,A.2 Underground landform|D.1 Abiotic|A.1 Surface landform|D.1 Abiotic,jamski žlebič|dnu|Žlebič|steni,jamski žlebič: Žlebič (i) na jamskem dnu ali steni.,,,,,,,Žlebič,,,,,na jamskem dnu ali steni,,,,,,,,,,,,,,,na,,,,,,,
koritasti žlebič,A.1 Surface landform|D.1 Abiotic|A.1 Surface landform|D.1 Abiotic|D.1 Abiotic,koritasti žlebič|korita|Žlebič|stenami|humusom,"koritasti žlebič: Žlebič v obliki korita z okroglastimi previsnimi stenami, ki je posledica nekdanje zapolnjenosti s humusom.",,,,,,,Žlebič,,ki je posledica nekdanje zapolnjenosti s humusom,z okroglastimi previsnimi stenami|v obliki korita,,,,,,,,,,,je posledica,,,,v obliki|z,,,,,,,,,
meandrasti žlebiči,A.1 Surface landform|D.1 Abiotic|A.1 Surface landform,meandrasti žlebiči|pobočju|žlebiči,"meandrasti žlebiči: Zaviti žlebiči, podobni zvijugani tokavi, navadno na zložnejšem pobočju.",,,,,,,žlebiči,,,podobni zvijugani tokavi|Zaviti,,navadno na zložnejšem pobočju,,,,,,,,,,,,,podobni,,navadno na,,,,,,,
mikrožlebiči,D.1 Abiotic|A.1 Surface landform|A.1 Surface landform|D.1 Abiotic,reber|mikrožlebiči|žlebiči|površju,"mikrožlebiči: Na vrhu golih skalnih reber začenjajoči se drobni žlebiči, ki se navzdol zgubljajo v gladkem površju.",,,,,,,žlebiči,,,,,Na vrhu golih skalnih reber začenjajoči se,,,drobni,,,,,,,,,,,,Na vrhu,,,,,,,
stropni žleb,A.2 Underground landform|A.1 Surface landform|D.1 Abiotic,stropni žleb|žleb|stropu,"stropni žleb: večji žleb, često meandrast, na jamskem stropu.",,,,,,,žleb,,,često meandrast,,na jamskem stropu,,,večji,,,,,,,,,,,,na,,,,,,,
zaobljeni žlebiči,A.1 Surface landform|D.1 Abiotic|A.1 Surface landform,zaobljeni žlebiči|hrbte|Žlebiči,"zaobljeni žlebiči: Žlebiči, ki imajo zaobljene vmesne hrbte.",,,,,,,Žlebiči,,,ki imajo zaobljene vmesne hrbte,,,,,,,,,,,,,,,,,,,,,,,,
žlebičje,D.1 Abiotic|A.1 Surface landform|A.1 Surface landform,površje|žlebiči|žlebičje,žlebičje: Skalno površje z gostimi žlebiči.,,,Skalno,z gostimi žlebiči,,,površje,,,,,,,,,,,,,,,,z,,,,,,,,,,,
jamsko brezno,A.2 Underground landform|A.2 Underground landform,jamsko brezno|jami,jamsko brezno: Odpira se v jami.,,,,,,,,,,,,Odpira se v jami,,,,,,,,,,,,,,,v,,,,,,,
zvezno brezno,A.2 Underground landform|D.1 Abiotic|D.1 Abiotic|D.1 Abiotic|C. Geome|A.2 Underground landform|D.1 Abiotic|D.1 Abiotic|D.1 Abiotic,zvezno brezno|strehe|dnom|stenami|krasu|jame|vode|vodnjak|kapnica,"zvezno brezno: Povezuje dva dela jame. Večji rezervoar pitne vode, na krasu navadno pokrit vodnjak, s cementnimi stenami in dnom, v katerega se steka voda s strehe (kapnica).",,,,,na krasu navadno pokrit vodnjak,,,,,s cementnimi stenami in dnom,v katerega se steka voda s strehe ( kapnica )|Povezuje dva dela jame|Večji rezervoar pitne vode,,,,,,,,,,,,,,s,v katerega se steka|Povezuje,,,,,,,,
črvičaste tvorbe,A.2 Underground landform|D.1 Abiotic|D.1 Abiotic|D.1 Abiotic|A.2 Underground landform|D.1 Abiotic|D.1 Abiotic|D.1 Abiotic,črvičaste tvorbe|stropu|stenah|proge|hieroglifi|ekskrementom|lise|pege,"črvičaste tvorbe, hieroglifi: Pretežno ilovnate proge, lise, pege in druge razkrojene oblike, podobne črvičastim ekskrementom na jamskih stenah ali stropu. Delijo jih tudi na točkaste, pasaste, leopardaste, tigraste itd.",,,Pretežno ilovnate,,,,,,,"Delijo jih tudi na točkaste , pasaste , leopardaste , tigraste itd .|proge , lise , pege in druge razkrojene oblike|podobne črvičastim ekskrementom",,na jamskih stenah ali stropu,,,,,,pasaste|leopardaste|točkaste|tigraste,,,,,,,podobne,,na,,,,,,,
hieroglifi,A.2 Underground landform|D.1 Abiotic|D.1 Abiotic|D.1 Abiotic|A.2 Underground landform|D.1 Abiotic|D.1 Abiotic|D.1 Abiotic,črvičaste tvorbe|stropu|stenah|proge|hieroglifi|ekskrementom|lise|pege,"črvičaste tvorbe, hieroglifi: Pretežno ilovnate proge, lise, pege in druge razkrojene oblike, podobne črvičastim ekskrementom na jamskih stenah ali stropu. Delijo jih tudi na točkaste, pasaste, leopardaste, tigraste itd.",,,Pretežno ilovnate,,,,,,,"Delijo jih tudi na točkaste , pasaste , leopardaste , tigraste itd .|proge , lise , pege in druge razkrojene oblike|podobne črvičastim ekskrementom",,na jamskih stenah ali stropu,,,,,,pasaste|leopardaste|točkaste|tigraste,,,,,,,podobne,,na,,,,,,,
egutacija,B. Process|A.2 Underground landform|D.1 Abiotic|D.1 Abiotic|D.1 Abiotic|B.1 Movement|D.1 Abiotic|B.2 Loss|D.1 Abiotic,egutacija|jamah|kapnice|sigo|strop|kapljajoče|vode|dolbenje|skalo,"egutacija: Delovanje kapljajoče vode. V jamah dolbenje kapnice v sigo ali skalo, zlasti, če je strop visok.",,,,,Delovanje kapljajoče vode,,,,dolbenje kapnice v sigo ali skalo,,,V jamah,,,,,,,,,,,,,,,V,,,,,,,
dekalcifikacija,D.1 Abiotic|B.2 Loss|B.2 Loss|B.2 Loss|D.1 Abiotic|B.2 Loss|D.1 Abiotic|D.1 Abiotic|B.2 Loss,kalcija|Odstranjevanje|odstranjevanje|izluževanje|predmeta|dekalcifikacija|prsti|kalcija|izpiranje,"dekalcifikacija: Odstranjevanje (izluževanje), izpiranje kalcija, pri čemer se zunanja oblika gmote ne izpremeni. Po običajnem pojmovanju odstranjevanje kalcija iz predmeta ali prsti.",,,,,"Odstranjevanje ( izluževanje ) , izpiranje kalcija",,,,odstranjevanje kalcija iz predmeta ali prsti,pri čemer se zunanja oblika gmote ne izpremeni,,,,,,,,,,,,,,,,,,,,,,,,
delana škavna,A.1 Surface landform|D.3.1 Geolocation|A.1 Surface landform|A.1 Surface landform|D.1 Abiotic|D.2 Biotic|A.1 Surface landform|D.2 Biotic,delana škavna|Krasu|škavnica|škavno|vodo|drobnice|škavnico|ovac,"delana škavna: Lj. na Krasu, pomeni meter ali bolj široko odprto škavno (škavnico), ki so jo zaprli, da bi držala vodo za napajanje drobnice (ovac) (prim. škavnica).",,,,,,,škavno|škavnico,,,odprto,"ki so jo zaprli , da bi držala vodo za napajanje drobnice ( ovac )",,,,pomeni meter ali bolj široko,,,škavnica,,,,,,,,da bi držala,,,,,,,,
Diaklaza,D.1 Abiotic|D.1 Abiotic|D.1 Abiotic,Razpoka|Diaklaza|kamnine,"Diaklaza: Razpoka, ki seka več skladov kamnine, ki obakraj nje niso premaknjeni.",,,,,,,Razpoka,,,"ki seka več skladov kamnine , ki obakraj nje niso premaknjeni",,,,,,,,,,,,,,,,,,,,,,,,
dihalnik,C. Geome|A.2 Underground landform|A.1 Surface landform|D.1 Abiotic|D.1 Abiotic|C. Geome|D.1 Abiotic,kraškega podzemlja|brezna|dihalnik|luknja|zrak|podzemlja|odprtina,"dihalnik: Ozka odprtina, ustje brezna ali drugo mesto, iz katerega piha pozimi topel zrak iz kraškega podzemlja. Opazen je zlasti kot luknja ali kopno mesto v snežni odeji. podzemlja",,,,,Ozka,,,,,Opazen je zlasti kot luknja ali kopno mesto v snežni odeji,iz katerega piha pozimi topel zrak iz kraškega podzemlja,,,,,,,,,,,,,,,iz katerega piha,,,,,,,,
Dimnica,A.2 Underground landform|D.1 Abiotic|A.2 Underground landform|D.1 Abiotic,Jama|meglo|Dimnica|zraka,"Dimnica: Jama z meglo ob vhodu, ki nastaja ob določenem vremenu zaradi mešanja hladnejšega zunanjega in toplejšega jamskega zraka.",,,,z meglo ob vhodu,,,Jama,,ki nastaja ob določenem vremenu zaradi mešanja hladnejšega zunanjega in toplejšega jamskega zraka,,,,,,,,,,,,ki nastaja,,z,,,,,,,,,,,
dimnik,D.1 Abiotic|A.2 Underground landform|D.1 Abiotic|D.1 Abiotic,stropu|dimnik|površjem|rov,"dimnik: Ožji rov v jamskem stropu, ki ima zvezo s površjem.",,,,,,,rov,,,ki ima zvezo s površjem|Ožji,,v jamskem stropu,,,,,,,,,,,,,,,v,,,,,,,
dinamična jama,A.2 Underground landform|A.2 Underground landform|D.1 Abiotic|D.1 Abiotic|A.2 Underground landform|D.1 Abiotic,klimodinamična jama|dinamična jama|zunanjim zrakom|zrakom|Jama|vhoda,"dinamična jama, klimodinamična jama: Jama, ki je vse leto dobro prezračena, ker vse leto živahno komunicira z zunanjim zrakom. Navadno ima dva vhoda v neenaki višini, kar omogoča prepih vse leto. zrakom",,,,"Navadno ima dva vhoda v neenaki višini , kar omogoča prepih vse leto",,,Jama,ki je vse leto dobro prezračena,,,ker vse leto živahno komunicira z zunanjim zrakom,,,,,,,,,,,,,,,živahno komunicira z,,,,,,,,
klimodinamična jama,A.2 Underground landform|A.2 Underground landform|D.1 Abiotic|D.1 Abiotic|A.2 Underground landform|D.1 Abiotic,klimodinamična jama|dinamična jama|zunanjim zrakom|zrakom|Jama|vhoda,"dinamična jama, klimodinamična jama: Jama, ki je vse leto dobro prezračena, ker vse leto živahno komunicira z zunanjim zrakom. Navadno ima dva vhoda v neenaki višini, kar omogoča prepih vse leto. zrakom",,,,"Navadno ima dva vhoda v neenaki višini , kar omogoča prepih vse leto",,,Jama,ki je vse leto dobro prezračena,,,ker vse leto živahno komunicira z zunanjim zrakom,,,,,,,,,,,,,,,živahno komunicira z,,,,,,,,
Dolek,A.1 Surface landform|D.1 Abiotic|D.1 Abiotic|A.1 Surface landform|D.1 Abiotic|D.1 Abiotic,suha dolinica|dolomitiziranih apnencih|strmine|Dolek|pobočju|dolomitih,"Dolek: Plitva, do nekaj metrov globoka odprta suha dolinica, navadno v smeri največje strmine na pobočju, pogosta zlasti na dolomitih in dolomitiziranih apnencih.",,,pogosta zlasti na dolomitih in dolomitiziranih apnencih,,,,suha dolinica,,,navadno v smeri največje strmine na pobočju|odprta,,,,,do nekaj metrov globoka|Plitva,,,,,,,,,,navadno v smeri,,,,,,,,,
dolomit,D.1 Abiotic|D.1 Abiotic|D.1 Abiotic|D.1 Abiotic|D.1 Abiotic|D.1 Abiotic|D.3 Property|D.1 Abiotic|D.1 Abiotic|D.1 Abiotic|D.1 Abiotic|D.1 Abiotic,magnezijev karbonat ( MgCO3 )|dolomitski apnenec|kalcijevega karbonata|apneniški dolomit|magnezijev karbonat|grintovec|krušljivosti|dolomit|magnezijevega|dolomit|Usedlina|kalcita,"dolomit: Usedlina, ki jo sestavlja magnezijev karbonat (MgCO3), navadno s primesjo kalcita. Zaradi krušljivosti ga ponekod imenujejo tudi grintovec. Po deležu magnezijevega in kalcijevega karbonata ločimo dolomit, apneniški dolomit, dolomitski apnenec itd. magnezijev karbonat",,,"ki jo sestavlja magnezijev karbonat ( MgCO3 ) , navadno s primesjo kalcita",,,,Usedlina,Zaradi krušljivosti ga ponekod imenujejo tudi grintovec,,,,,,,,,,dolomitski apnenec|apneniški dolomit|dolomit,,,,ki jo sestavlja,,,,,,,,,,,,
grintovec,D.1 Abiotic|D.1 Abiotic|D.1 Abiotic|D.1 Abiotic|D.1 Abiotic|D.1 Abiotic|D.3 Property|D.1 Abiotic|D.1 Abiotic|D.1 Abiotic|D.1 Abiotic|D.1 Abiotic,magnezijev karbonat ( MgCO3 )|dolomitski apnenec|kalcijevega karbonata|apneniški dolomit|magnezijev karbonat|grintovec|krušljivosti|dolomit|magnezijevega|dolomit|Usedlina|kalcita,"dolomit: Usedlina, ki jo sestavlja magnezijev karbonat (MgCO3), navadno s primesjo kalcita. Zaradi krušljivosti ga ponekod imenujejo tudi grintovec. Po deležu magnezijevega in kalcijevega karbonata ločimo dolomit, apneniški dolomit, dolomitski apnenec itd. magnezijev karbonat",,,"ki jo sestavlja magnezijev karbonat ( MgCO3 ) , navadno s primesjo kalcita",,,,Usedlina,Zaradi krušljivosti ga ponekod imenujejo tudi grintovec,,,,,,,,,,dolomitski apnenec|apneniški dolomit|dolomit,,,,ki jo sestavlja,,,,,,,,,,,,
dol,A.1 Surface landform|A.1 Surface landform|A.1 Surface landform|A.1 Surface landform|D.3.1 Geolocation|A.1 Surface landform|D.1 Abiotic,kraško polje|suho dolino|kraško polje|suha dolina|Dinarskem krasu|dol|vdolbine,"dol: Lj. na Dinarskem krasu za različne površinske vdolbine (suho dolino, kraško polje). Prim. suha dolina, kraško polje. na Dinarskem krasu",,,,,"za različne površinske vdolbine ( suho dolino , kraško polje ) na Dinarskem krasu",,vdolbine,,,,,,Lj . na Dinarskem krasu,,,,,suha dolina|kraško polje,,,,,,,,,,,,,,,,
vrtačo,A.1 Surface landform|A.1 Surface landform|A.1 Surface landform,kraška dolina|vrtačo|dolina,"dolina: Je internacionalni termin za vrtačo. V polpretekli dobi, včasih v sestavi kraška dolina, slovenski strokovni izraz za vrtačo.",,,,,Je internacionalni termin za vrtačo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dolina,A.1 Surface landform|A.1 Surface landform|A.1 Surface landform,kraška dolina|vrtačo|dolina,"dolina: Je internacionalni termin za vrtačo. V polpretekli dobi, včasih v sestavi kraška dolina, slovenski strokovni izraz za vrtačo.",,,,,Je internacionalni termin za vrtačo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
biogena korozija,B.2 Loss|B.2 Loss|D.2 Biotic,biogena korozija|Korozija|organizmov,biogena korozija: Korozija pod vplivom organizmov.,,,,,,,Korozija,,pod vplivom organizmov,,,,,,,,,,,,pod vplivom,,,,,,,,,,,,,
korozija mešanice,B.2 Loss|B.2 Loss|D.1 Abiotic|D.3 Property,korozija mešanice|Korozija|vod|agresivna,"korozija mešanice: Korozija mešanice temperaturno ali kemično neenakih vod, ki je postala po mešanju ponovno agresivna.",,,,,,,Korozija,,"mešanice temperaturno ali kemično neenakih vod , ki je postala po mešanju ponovno agresivna",,,,,,,,,,,,,,,,,,,,,,,,,
aluvialna korozija,A.1 Surface landform|A.1 Surface landform|D.1 Abiotic|B.2 Loss|D.1 Abiotic|D.3 Property|B.1 Movement|B.2 Loss|D.1 Abiotic,kraških polj|slepih dolin|ogljikovim dioksidom|aluvialna korozija|karbonatne podlage|prepustna dna|premikanja|korozija|vode,"aluvialna korozija: Pospešena korozija karbonatne podlage, ki nastane zaradi premikanja vode skozi aluvialno odejo, bogato z ogljikovim dioksidom. Je značilna za prepustna dna kraških polj in slepih dolin, ki jih poglablja.",,,karbonatne podlage,,,,korozija,,"ki nastane zaradi premikanja vode skozi aluvialno odejo , bogato z ogljikovim dioksidom",,,značilna za prepustna dna kraških polj in slepih dolin,,ki jih poglablja,,,,,,,nastane zaradi,,,,,,značilna za,,,,,,,
podtalna korozija,D.1 Abiotic|B.2 Loss|D.1 Abiotic|B.2 Loss,karbonatne kamnine|podtalna korozija|prstjo|Korozija,podtalna korozija: Korozija karbonatne kamnine neposredno pod prstjo.,,,karbonatne kamnine,,,,Korozija,,,,,neposredno pod prstjo,,,,,,,,,,,,,,,neposredno pod,,,,,,,
krajna korozija,D.1 Abiotic|A.1 Surface landform|D.1 Abiotic|B.2 Loss|B.2 Loss|A.1 Surface landform|A.1 Surface landform|B.2 Loss|B.2 Loss|B.4 Transformation|D.1 Abiotic|A.1 Surface landform|B.2 Loss|D.1 Abiotic|D.3 Property,karbonatne kamnine|kraška polja|stene kotanj|obrobna korozija|krajna korozija|slepe doline|kraških polj|Robna korozija|robna korozija|razširja|kotanj|vrtače|Korozija|naplavine|izpodžrte,"robna korozija, obrobna korozija, krajna korozija: Korozija karbonatne kamnine ob robu neprepustne naplavine, zaradi katere so stene kotanj ali kraških polj na kraju ponikanja korozijsko izpodžrte. Robna korozija razširja kraška polja, slepe doline, vrtače in druge kotanje z naplavljenim dnom. kotanj",,,karbonatne kamnine,,,,Korozija,,,,,ob robu neprepustne naplavine,,"Robna korozija razširja kraška polja , slepe doline , vrtače in druge kotanje z naplavljenim dnom|zaradi katere so stene kotanj ali kraških polj na kraju ponikanja korozijsko izpodžrte",,,,,,,,,,,,,ob robu,,,,zaradi katere so|razširja,,,
robna korozija,D.1 Abiotic|A.1 Surface landform|D.1 Abiotic|B.2 Loss|B.2 Loss|A.1 Surface landform|A.1 Surface landform|B.2 Loss|B.2 Loss|B.4 Transformation|D.1 Abiotic|A.1 Surface landform|B.2 Loss|D.1 Abiotic|D.3 Property,karbonatne kamnine|kraška polja|stene kotanj|obrobna korozija|krajna korozija|slepe doline|kraških polj|Robna korozija|robna korozija|razširja|kotanj|vrtače|Korozija|naplavine|izpodžrte,"robna korozija, obrobna korozija, krajna korozija: Korozija karbonatne kamnine ob robu neprepustne naplavine, zaradi katere so stene kotanj ali kraških polj na kraju ponikanja korozijsko izpodžrte. Robna korozija razširja kraška polja, slepe doline, vrtače in druge kotanje z naplavljenim dnom. kotanj",,,karbonatne kamnine,,,,Korozija,,,,,ob robu neprepustne naplavine,,"Robna korozija razširja kraška polja , slepe doline , vrtače in druge kotanje z naplavljenim dnom|zaradi katere so stene kotanj ali kraških polj na kraju ponikanja korozijsko izpodžrte",,,,,,,,,,,,,ob robu,,,,zaradi katere so|razširja,,,
